,MOVEMENT_ID,count,geometry,Centroid,Centroid Lat,Centroid Lon
0,12,14691,"POLYGON ((-98.912656 19.5209195, -98.9120439 19.5209192, -98.9126077 19.5131881, -98.9052387 19.5129563, -98.89437169999999 19.5135515, -98.89419820000001 19.5119521, -98.89939010000001 19.5122739, -98.8998478 19.5104478, -98.89987600000001 19.5095487, -98.9044416 19.5108838, -98.9045945 19.5103901, -98.9047245 19.5105261, -98.9059848 19.5068969, -98.9068748 19.5062483, -98.907039 19.5052292, -98.9069525 19.5048251, -98.9071158 19.5047651, -98.9067218 19.5038625, -98.90717189999999 19.5013708, -98.9159868 19.5017969, -98.91618440000001 19.5040194, -98.9197865 19.5037335, -98.9236148 19.5045517, -98.923695 19.5043283, -98.9351176 19.5067195, -98.9488004 19.5017388, -98.9498858 19.5003553, -98.9528979 19.5086211, -98.9539809 19.5124775, -98.92461470000001 19.5196819, -98.9236188 19.5201092, -98.9154716 19.5226175, -98.9152864 19.5223939, -98.912717 19.5221531, -98.912656 19.5209195))",POINT (-98.92665071249631 19.51088308514074),19.51088,-98.92665
1,13,16808,"MULTIPOLYGON (((-98.923695 19.5043283, -98.9236148 19.5045517, -98.9195742 19.5037245, -98.91618440000001 19.5040194, -98.9159868 19.5017969, -98.90911939999999 19.5014525, -98.90885110000001 19.4984266, -98.90938370000001 19.4984317, -98.9098594 19.4938584, -98.9058921 19.4933309, -98.9063835 19.4896385, -98.8985931 19.488826, -98.8983106 19.4886506, -98.89850850000001 19.4871559, -98.8983796 19.4863352, -98.8954882 19.4860664, -98.8944551 19.4854326, -98.8900472 19.4836689, -98.8884522 19.4836746, -98.88982300000001 19.4808009, -98.8895229 19.4805935, -98.8904031 19.4778011, -98.89085969999999 19.4770629, -98.8923436 19.4786006, -98.89577389999999 19.482672, -98.8958899 19.4827675, -98.89682759999999 19.4826165, -98.8981768 19.4831058, -98.90045550000001 19.4831568, -98.9033716 19.4819352, -98.9036165 19.4820473, -98.9037191 19.4818793, -98.90530750000001 19.4812524, -98.9077996 19.4798589, -98.90984520000001 19.4807806, -98.9148924 19.4813763, -98.91497149999999 19.4812634, -98.9149515 19.4814243, -98.9278741 19.482657, -98.9435945 19.4839263, -98.9471995 19.494515, -98.9476925 19.4943357, -98.9498858 19.5003553, -98.9488004 19.5017388, -98.9351176 19.5067195, -98.923695 19.5043283)), ((-98.897836 19.5054169, -98.89642809999999 19.5055829, -98.89424200000001 19.5046266, -98.8960482 19.4968132, -98.9053029 19.4980463, -98.9049456 19.5012753, -98.9071987 19.5014078, -98.9067218 19.5038625, -98.9071158 19.5047651, -98.90399770000001 19.5058829, -98.9034449 19.5059259, -98.897836 19.5054169)))",POINT (-98.92214801627553 19.49321985858996),19.49322,-98.92215
2,17,29530,"POLYGON ((-98.9498858 19.5003553, -98.9476925 19.4943357, -98.9471995 19.494515, -98.9435945 19.4839263, -98.9278741 19.482657, -98.9149515 19.4814243, -98.9146502 19.4723622, -98.9047628 19.4710975, -98.9049673 19.4689095, -98.9002674 19.4696026, -98.8977349 19.4689946, -98.8975531 19.468659, -98.8956501 19.4681011, -98.8954959 19.4684606, -98.89420629999999 19.4681222, -98.8950854 19.4662257, -98.8954549 19.4663903, -98.8958153 19.4670287, -98.8988277 19.4678823, -98.8998771 19.4677221, -98.9011313 19.4678521, -98.9017247 19.4676638, -98.9022045 19.4671592, -98.9026085 19.4660439, -98.90420279999999 19.4652589, -98.90772370000001 19.466105, -98.9082021 19.4649947, -98.9081941 19.4642199, -98.9085249 19.4631338, -98.908951 19.4626841, -98.9095717 19.4607825, -98.9191446 19.4635666, -98.9195702 19.462183, -98.9152972 19.4609946, -98.91560509999999 19.4599314, -98.909863 19.4583565, -98.9105891 19.4574331, -98.91091780000001 19.4564584, -98.916381 19.4579224, -98.9168038 19.4566944, -98.9165768 19.4566147, -98.91699920000001 19.4549458, -98.9142161 19.4552329, -98.91374519999999 19.4551395, -98.91394990000001 19.4541495, -98.91219150000001 19.4538462, -98.9122476 19.4536517, -98.91067150000001 19.4532927, -98.9106269 19.4534646, -98.9073965 19.4529377, -98.9073606 19.4531366, -98.9067355 19.4530743, -98.9068485 19.4526768, -98.9042065 19.4521613, -98.9040681 19.4525539, -98.9008784 19.4518002, -98.90215569999999 19.4484011, -98.9018731 19.4483195, -98.90320149999999 19.4443818, -98.9046318 19.4449495, -98.90600569999999 19.4445021, -98.90672979999999 19.4445785, -98.9076479 19.4439957, -98.9125023 19.4450477, -98.9137458 19.4450673, -98.9136305 19.4446999, -98.9142882 19.4421536, -98.91557899999999 19.4421413, -98.91703990000001 19.4410215, -98.9181892 19.4408652, -98.9189303 19.4409343, -98.9190536 19.4407372, -98.9193243 19.4392281, -98.9190698 19.4388723, -98.9132504 19.4386186, -98.9138051 19.4349825, -98.9083462 19.4347363, -98.9095842 19.4325594, -98.914343 19.4252064, -98.91455499999999 19.425433, -98.9151162 19.4255705, -98.9150877 19.4258519, -98.92440240000001 19.4278297, -98.925532 19.4424297, -98.9402499 19.4635641, -98.9510247 19.4617106, -98.97831979999999 19.4516975, -98.9763633 19.4463577, -98.976541 19.446105, -98.97813170000001 19.4398973, -98.9788808 19.4364191, -98.97917820000001 19.4357667, -98.97959710000001 19.4356622, -98.9903803 19.4295703, -98.99057209999999 19.4285291, -98.99058960000001 19.4260077, -98.99045150000001 19.4260003, -98.99067460000001 19.424587, -98.9910251 19.4246329, -98.99106620000001 19.4248438, -99.0269411 19.4347101, -99.0287203 19.4602839, -99.02890050000001 19.484442, -99.0288006 19.4845765, -99.0276185 19.4854153, -99.0262534 19.4859185, -99.0161629 19.4868594, -99.01459060000001 19.4873251, -99.0145495 19.4903616, -98.9539809 19.5124775, -98.9528979 19.5086211, -98.9498858 19.5003553))",POINT (-98.97422575296314 19.46710353111185),19.4671,-98.97423
3,22,30481,"POLYGON ((-98.9951014 19.4259541, -98.99106620000001 19.4248438, -98.9910251 19.4246329, -98.99067460000001 19.424587, -98.9907468 19.424227, -98.9876282 19.4239887, -98.98788020000001 19.4209011, -98.98789189999999 19.4161803, -98.9886265 19.4162963, -98.988426 19.4149973, -98.98863420000001 19.414128, -99.03132340000001 19.4250194, -99.0309063 19.4265067, -99.0306369 19.4264237, -99.02861540000001 19.4306786, -99.0279486 19.4325596, -99.0270905 19.4338237, -99.0269411 19.4347101, -98.9951014 19.4259541))",POINT (-99.00885091578218 19.42441491005123),19.42441,-99.00885
4,24,35158,"POLYGON ((-99.0288006 19.4845765, -99.02890050000001 19.484442, -99.0287203 19.4602839, -99.0269411 19.4347101, -99.02721320000001 19.433643, -99.0296134 19.4344367, -99.0412853 19.4376663, -99.04353209999999 19.4386622, -99.04435839999999 19.4392957, -99.0454764 19.4406792, -99.0494379 19.4497457, -99.0473774 19.4504395, -99.04598230000001 19.4524793, -99.04475360000001 19.4548531, -99.04185680000001 19.4560106, -99.0407921 19.4610697, -99.0396193 19.4608646, -99.038487 19.4655943, -99.0367469 19.4709576, -99.0372864 19.4713041, -99.03028500000001 19.4824623, -99.0300704 19.4833773, -99.0304873 19.4851035, -99.0288006 19.4845765))",POINT (-99.03549004795372 19.45364379134259),19.45364,-99.03549
5,39,24205,"MULTIPOLYGON (((-99.2756639 19.584155, -99.2732142 19.5833728, -99.27354269999999 19.5829182, -99.2729377 19.5825678, -99.2722784 19.5827381, -99.2717572 19.583485, -99.271461 19.5835819, -99.2706175 19.5832453, -99.2683186 19.5829536, -99.2695482 19.5790085, -99.2697604 19.5778533, -99.2697103 19.5768904, -99.2703097 19.5768503, -99.2716203 19.5757443, -99.27178859999999 19.5754264, -99.2735966 19.574209, -99.2735668 19.5738521, -99.2727787 19.5729259, -99.2720745 19.5726603, -99.2730902 19.5724588, -99.27373110000001 19.5712213, -99.2757186 19.5701836, -99.2758146 19.5685306, -99.2761635 19.56823, -99.2764221 19.5676575, -99.2763035 19.5674347, -99.2765849 19.5668212, -99.2765187 19.5664615, -99.2770052 19.5660676, -99.27654459999999 19.5657191, -99.2760265 19.5659512, -99.2761026 19.5660303, -99.2754394 19.5669126, -99.2754355 19.5673997, -99.2750765 19.5680694, -99.2752009 19.5682424, -99.2750482 19.5686313, -99.2746836 19.5686362, -99.2738045 19.5673997, -99.27301060000001 19.5668068, -99.2725049 19.5661302, -99.2724181 19.5659116, -99.2727373 19.5653871, -99.2731584 19.5647305, -99.2742042 19.5644739, -99.274637 19.563995, -99.275018 19.5638534, -99.2764384 19.5635751, -99.2775288 19.5637571, -99.2804747 19.5630267, -99.2792888 19.561712, -99.2792676 19.5611199, -99.2795569 19.5602758, -99.279668 19.5590641, -99.27919439999999 19.5583021, -99.2789921 19.5574904, -99.27883610000001 19.5533846, -99.2786617 19.5525246, -99.2787276 19.5519878, -99.2793305 19.5510058, -99.2812472 19.5487875, -99.27882169999999 19.5467877, -99.27713230000001 19.546368, -99.2783987 19.5405939, -99.2778544 19.5404582, -99.2774733 19.5400257, -99.2775618 19.5396936, -99.27702360000001 19.5395933, -99.2763855 19.5390135, -99.2759144 19.5379016, -99.2757161 19.5362967, -99.2758096 19.5360563, -99.2762716 19.5359849, -99.27561609999999 19.5355887, -99.2755028 19.5348851, -99.27627099999999 19.5343857, -99.27639240000001 19.5338914, -99.2768277 19.5342947, -99.2771955 19.5343608, -99.2783378 19.533963, -99.2812576 19.5350282, -99.28283949999999 19.5354011, -99.28386020000001 19.5354434, -99.28380900000001 19.5355837, -99.2855619 19.5355139, -99.2856642 19.5355615, -99.2855485 19.5364667, -99.2862069 19.5367378, -99.28619740000001 19.5362377, -99.2867918 19.5358039, -99.287235 19.5361526, -99.2882089 19.5358251, -99.28787800000001 19.5356098, -99.28922609999999 19.5356656, -99.2890496 19.5359089, -99.2893691 19.5360777, -99.2893002 19.5367764, -99.2898697 19.5374855, -99.28949040000001 19.5375311, -99.2887357 19.5382597, -99.2876249 19.5401433, -99.2863658 19.5414517, -99.2858604 19.5439528, -99.28490619999999 19.5456334, -99.2846043 19.5465631, -99.2843792 19.5477053, -99.284476 19.548177, -99.2851678 19.5484915, -99.2863335 19.5483433, -99.286288 19.549283, -99.2841554 19.5494483, -99.2831776 19.5491309, -99.2810571 19.5517974, -99.2825199 19.5539051, -99.2893514 19.5536006, -99.29549609999999 19.5552862, -99.2959266 19.5550533, -99.2963889 19.5557803, -99.2958926 19.5579146, -99.29548990000001 19.5608307, -99.29639330000001 19.560843, -99.2977439 19.5605157, -99.298085 19.5621217, -99.29612109999999 19.5618843, -99.29617690000001 19.5615286, -99.295554 19.5615444, -99.29538580000001 19.5617779, -99.295012 19.5641923, -99.2959761 19.5655135, -99.2957088 19.5660712, -99.2957414 19.5666503, -99.2948823 19.5668657, -99.29396079999999 19.5658761, -99.2926212 19.5665811, -99.2923782 19.5668849, -99.29227710000001 19.5685452, -99.2936765 19.568815, -99.2913654 19.5710257, -99.2897392 19.5719093, -99.2897506 19.5723543, -99.2885747 19.5733199, -99.2878042 19.5742376, -99.28617180000001 19.5752598, -99.28584909999999 19.5760083, -99.2846966 19.5766225, -99.2835753 19.5766065, -99.2827885 19.5774351, -99.2821483 19.5777146, -99.2818479 19.578365, -99.2805943 19.5790761, -99.2805213 19.5794841, -99.28075339999999 19.5800743, -99.2806227 19.5804812, -99.28035180000001 19.580856, -99.27927390000001 19.5814175, -99.27879009999999 19.5821605, -99.27918560000001 19.5833708, -99.28007839999999 19.5837596, -99.2801039 19.5839271, -99.2792638 19.5841709, -99.27824320000001 19.5841092, -99.2772279 19.5843465, -99.2756639 19.584155)), ((-99.2665975 19.5374721, -99.2659221 19.5374263, -99.26523899999999 19.537878, -99.26441 19.5376633, -99.26402179999999 19.5378481, -99.2638477 19.5381857, -99.26360440000001 19.5374412, -99.2640433 19.5359974, -99.2636349 19.5345459, -99.2637987 19.5330293, -99.263578 19.5328701, -99.2622683 19.533014, -99.26161569999999 19.5325512, -99.2620644 19.5326898, -99.2626669 19.5326139, -99.2635205 19.5315312, -99.26402830000001 19.5312645, -99.26443070000001 19.5313729, -99.264825 19.5316147, -99.26517250000001 19.5324964, -99.26576970000001 19.5326539, -99.26599710000001 19.5330494, -99.26595020000001 19.5335811, -99.2662976 19.5343497, -99.26620370000001 19.5352999, -99.26733489999999 19.532756, -99.26788329999999 19.5323933, -99.26847890000001 19.5325254, -99.2685396 19.5331135, -99.2678379 19.534698, -99.2678863 19.5350599, -99.2674592 19.5361538, -99.26758770000001 19.5385391, -99.2668616 19.5388017, -99.2665975 19.5374721)))",POINT (-99.28216687303987 19.56070728108612),19.56071,-99.28217
6,54,15659,"MULTIPOLYGON (((-98.804794 19.3012272, -98.8055829 19.2999377, -98.8055212 19.2994081, -98.8057896 19.299393, -98.80641199999999 19.2982609, -98.80780009999999 19.2973837, -98.80854069999999 19.2959841, -98.8092111 19.2956542, -98.80934670000001 19.2951891, -98.8098293 19.2948333, -98.81103950000001 19.2944295, -98.815082 19.2936636, -98.81551210000001 19.2937447, -98.8151185 19.2911609, -98.8144089 19.2896692, -98.81157330000001 19.2864255, -98.8104743 19.2854589, -98.8079024 19.2870243, -98.8065599 19.2872026, -98.8051219 19.2870291, -98.8046544 19.2871101, -98.80338380000001 19.2877654, -98.8024834 19.2877351, -98.8019358 19.2880375, -98.8005893 19.289379, -98.7986794 19.2903071, -98.7960185 19.2925149, -98.79518779999999 19.2929273, -98.7942489 19.2938283, -98.7936759 19.295142, -98.79324939999999 19.2957098, -98.7927636 19.2962981, -98.7918624 19.2969944, -98.7894361 19.2984963, -98.78912529999999 19.2983041, -98.7887411 19.299024, -98.7872272 19.299495, -98.7853301 19.299803, -98.7841899 19.3006004, -98.7836674 19.3007935, -98.78284170000001 19.3008456, -98.78225930000001 19.2992092, -98.7820388 19.2977185, -98.7812488 19.2963802, -98.77881669999999 19.2969596, -98.7775821 19.2963038, -98.7775616 19.2951249, -98.77637900000001 19.2931143, -98.7784163 19.2875062, -98.7804988 19.2879264, -98.7825546 19.2873248, -98.78369480000001 19.2867291, -98.7849437 19.2847214, -98.7857099 19.2841949, -98.7867698 19.2839238, -98.787677 19.2844223, -98.7884138 19.284012, -98.7887757 19.2840494, -98.78893189999999 19.2834607, -98.7899388 19.2828219, -98.7905813 19.282687, -98.7906435 19.2824981, -98.79258489999999 19.2816676, -98.7932095 19.2820834, -98.7944119 19.2820521, -98.79661919999999 19.2830685, -98.7968827 19.2830393, -98.7972479 19.2826662, -98.797892 19.2826101, -98.79809229999999 19.2822885, -98.799593 19.2817735, -98.8000428 19.2813293, -98.8013377 19.2814619, -98.8016501 19.2807736, -98.8021545 19.2811144, -98.8025609 19.2816821, -98.8032369 19.2817233, -98.8039218 19.2824345, -98.80441829999999 19.2822685, -98.8051754 19.2823075, -98.8077399 19.2810649, -98.8088533 19.2801057, -98.8096323 19.2797651, -98.8097247 19.2793726, -98.8107631 19.2788282, -98.81117209999999 19.2782207, -98.8119915 19.2776367, -98.8120593 19.2777646, -98.8128482 19.2778451, -98.8138495 19.2777332, -98.817066 19.2781224, -98.8213202 19.2778824, -98.8230047 19.2782031, -98.8229351 19.2793264, -98.8256449 19.2796499, -98.8267014 19.2792735, -98.82712429999999 19.2793047, -98.82737830000001 19.2797405, -98.827371 19.2802549, -98.8255157 19.2843062, -98.8266292 19.283768, -98.8278119 19.2834535, -98.8281681 19.2835017, -98.8297298 19.2829892, -98.83003650000001 19.2832697, -98.8303313 19.2830698, -98.83240720000001 19.2828904, -98.83674449999999 19.2832295, -98.8368881 19.2829176, -98.83724479999999 19.2828053, -98.8373608 19.2814175, -98.83759070000001 19.2815779, -98.83812 19.2815054, -98.8402711 19.2796104, -98.8403356 19.2786934, -98.84068190000001 19.2783647, -98.8412866 19.2780638, -98.8436801 19.2780172, -98.84494789999999 19.2777767, -98.8452692 19.276721, -98.8497852 19.2776862, -98.84983080000001 19.2774976, -98.8517288 19.2780706, -98.8517641 19.2777523, -98.8548353 19.2783788, -98.85484599999999 19.2788142, -98.8568399 19.2791942, -98.85686269999999 19.2806834, -98.8592735 19.2811334, -98.8603093 19.2740927, -98.8605676 19.2742911, -98.86319469999999 19.2747174, -98.8633921 19.2739063, -98.86401119999999 19.2745391, -98.86496030000001 19.2733654, -98.8655492 19.2737514, -98.8667971 19.2719889, -98.8683331 19.2730636, -98.8697073 19.2713697, -98.87039559999999 19.2716761, -98.8708731 19.2707803, -98.8703319 19.2706864, -98.87080779999999 19.2690511, -98.8606839 19.2672932, -98.8614267 19.2639969, -98.86488420000001 19.2636673, -98.8657097 19.2567205, -98.8633425 19.256298, -98.8636849 19.2533075, -98.8634153 19.2530752, -98.8637861 19.2515991, -98.8592893 19.2506498, -98.85987179999999 19.2468958, -98.8713374 19.2498372, -98.8717706 19.2478561, -98.8730741 19.2483785, -98.8739903 19.2489682, -98.8745732 19.2468878, -98.8767884 19.2474373, -98.8780615 19.251539, -98.88148440000001 19.2534427, -98.87938459999999 19.2531153, -98.87877539999999 19.2534637, -98.87854 19.2541887, -98.883619 19.2734195, -98.88291409999999 19.2762132, -98.88130510000001 19.2757172, -98.8810435 19.2773014, -98.8795842 19.2770884, -98.8792033 19.2791824, -98.88037009999999 19.2793786, -98.8781066 19.2823994, -98.87908880000001 19.2830741, -98.87976500000001 19.2842471, -98.88056450000001 19.2846513, -98.87975849999999 19.2883294, -98.8792586 19.2888253, -98.8792127 19.290758, -98.87860139999999 19.2943402, -98.8788223 19.2943089, -98.8777817 19.2975259, -98.8779273 19.2975293, -98.87484790000001 19.3037395, -98.8742598 19.3039871, -98.8701171 19.3026849, -98.8687651 19.3010005, -98.8720385 19.2958353, -98.87506399999999 19.2949863, -98.8739473 19.2939887, -98.8711593 19.2919534, -98.8674345 19.2885675, -98.8662964 19.2869707, -98.8650809 19.286194, -98.8639101 19.2851863, -98.85886859999999 19.2900695, -98.86116850000001 19.291859, -98.86046229999999 19.292551, -98.85981940000001 19.2926572, -98.8587145 19.2944809, -98.8579034 19.2951257, -98.8576771 19.2955216, -98.85651489999999 19.2963841, -98.85570250000001 19.296546, -98.85545569999999 19.2969452, -98.8542527 19.2979987, -98.8543775 19.298304, -98.8559049 19.2987488, -98.85770220000001 19.2997257, -98.849283 19.3019435, -98.8492363 19.3014808, -98.8475456 19.3014044, -98.8483932 19.2964836, -98.8519878 19.289271, -98.8479933 19.288859, -98.847319 19.2889411, -98.8473803 19.2862722, -98.8468404 19.2862705, -98.845674 19.2867619, -98.84454119999999 19.2863726, -98.8429636 19.2862516, -98.8409831 19.2864139, -98.8385715 19.2868764, -98.8381521 19.2872138, -98.83706979999999 19.2876176, -98.8361111 19.2877057, -98.8356136 19.288282, -98.8351361 19.2885294, -98.8346009 19.2893641, -98.83417540000001 19.289637, -98.8323197 19.2922884, -98.8320123 19.2931789, -98.8314903 19.2934343, -98.830871 19.2940394, -98.830518 19.2947948, -98.8305373 19.2950821, -98.8299435 19.2958463, -98.82954909999999 19.2968628, -98.8290418 19.2970058, -98.8280623 19.2978587, -98.8271457 19.2983483, -98.8262374 19.2994165, -98.82513659999999 19.3003589, -98.8247318 19.3005074, -98.8245129 19.3008722, -98.82412480000001 19.3008849, -98.82320540000001 19.3014629, -98.82275540000001 19.3015692, -98.8222262 19.3022171, -98.8216453 19.3025439, -98.81857669999999 19.3009507, -98.8177822 19.3014425, -98.8174743 19.3013696, -98.8172053 19.3019277, -98.8158779 19.3029469, -98.81513169999999 19.3042673, -98.8147723 19.3050892, -98.8149701 19.3062282, -98.81486219999999 19.30639, -98.8150706 19.3069514, -98.81497400000001 19.3073759, -98.8144657 19.3077737, -98.81329479999999 19.3082271, -98.8118599 19.3085056, -98.81026300000001 19.3084108, -98.8079774 19.3075093, -98.8057251 19.3057062, -98.8056854 19.3049758, -98.80619009999999 19.303897, -98.80526879999999 19.3026985, -98.804794 19.3012272)), ((-98.8442763 19.2683508, -98.8432425 19.2648304, -98.8468551 19.2656747, -98.8509327 19.2662263, -98.85162649999999 19.2662253, -98.853088 19.2658609, -98.85355199999999 19.2655526, -98.8535505 19.2653649, -98.8478525 19.2625642, -98.8488882 19.2595267, -98.8450105 19.2559424, -98.84382340000001 19.2550692, -98.8427327 19.2538057, -98.84284220000001 19.2537103, -98.8402894 19.2510644, -98.8368499 19.2521298, -98.8374062 19.2575116, -98.8334802 19.2567458, -98.8329238 19.2595516, -98.8358638 19.2602287, -98.83565179999999 19.2614284, -98.8353481 19.2613945, -98.8302355 19.2603341, -98.8282806 19.2556453, -98.8280664 19.2550003, -98.8281477 19.254809, -98.8278253 19.2543868, -98.8289114 19.2496232, -98.8207819 19.2474753, -98.8215823 19.2449337, -98.8219533 19.2446906, -98.8221954 19.2447605, -98.8243689 19.2434973, -98.8293382 19.2449027, -98.8307583 19.2453603, -98.8307251 19.2455114, -98.83094699999999 19.245598, -98.83429769999999 19.2464081, -98.83566190000001 19.2414969, -98.8346363 19.2413099, -98.8315358 19.2402997, -98.82889710000001 19.2382995, -98.8342002 19.2212093, -98.83554359999999 19.2208283, -98.8362906 19.2211306, -98.8366005 19.2220002, -98.83645989999999 19.2224387, -98.83599340000001 19.2229933, -98.83537269999999 19.2231758, -98.8349339 19.2235264, -98.83479800000001 19.2239715, -98.8350571 19.2245588, -98.8362678 19.2256295, -98.8471727 19.2338612, -98.8464017 19.2366995, -98.83960449999999 19.234183, -98.8379613 19.2421698, -98.8384993 19.2421175, -98.8409255 19.242779, -98.8425173 19.2429199, -98.84296019999999 19.2431838, -98.84523040000001 19.243746, -98.8465655 19.2443839, -98.8458253 19.2471061, -98.845992 19.2472047, -98.8557615 19.249029, -98.85539129999999 19.2517404, -98.852975 19.2512686, -98.8542576 19.2538424, -98.853297 19.253153, -98.8516157 19.2561507, -98.8532455 19.2613493, -98.8540837 19.2621448, -98.85351489999999 19.2642443, -98.8557003 19.2661343, -98.85575799999999 19.2663454, -98.8548753 19.2682044, -98.85226710000001 19.2683542, -98.8515179 19.2681805, -98.8490362 19.2691379, -98.8446383 19.2695837, -98.8442763 19.2683508)))",POINT (-98.8405435733784 19.27488865300211),19.27489,-98.84054
7,57,19424,"MULTIPOLYGON (((-99.1434308 19.6488089, -99.1452037 19.6472745, -99.1482029 19.6482164, -99.1479312 19.6493934, -99.15029610000001 19.6495123, -99.1487152 19.6604371, -99.1446175 19.6602424, -99.1430197 19.6598862, -99.1429206 19.6597485, -99.14393800000001 19.6559335, -99.13653650000001 19.65471, -99.1434308 19.6488089)), ((-99.1166891 19.6713235, -99.1172334 19.6701137, -99.11812949999999 19.6672488, -99.1246812 19.6692226, -99.1281343 19.6698867, -99.1290128 19.6656089, -99.1336621 19.6669274, -99.1346281 19.6661693, -99.1375202 19.6669704, -99.13856029999999 19.6668475, -99.1426656 19.6680384, -99.14340850000001 19.6659594, -99.1411268 19.6654059, -99.1416959 19.663622, -99.1474655 19.6646075, -99.1459869 19.6692017, -99.13947539999999 19.6673144, -99.1382981 19.6670227, -99.1375178 19.6671399, -99.1353769 19.6664539, -99.1350655 19.6673577, -99.13543230000001 19.6674353, -99.13500209999999 19.6699263, -99.1402171 19.6713059, -99.14488590000001 19.6727437, -99.1439103 19.6746079, -99.14183319999999 19.677386, -99.13714299999999 19.6738629, -99.1278044 19.6709421, -99.1274863 19.6725528, -99.1281 19.6727529, -99.1284821 19.6730667, -99.1286673 19.6735042, -99.1274784 19.6794762, -99.1171748 19.6757501, -99.11765320000001 19.6742945, -99.1156768 19.6735738, -99.1166891 19.6713235)))",POINT (-99.13501047802549 19.66578781660855),19.66579,-99.13501
8,68,16325,"POLYGON ((-99.0006185 19.5847717, -98.9967264 19.5838662, -98.9945409 19.5830234, -98.9908942 19.5805335, -98.9896923 19.5792615, -98.9883099 19.5773681, -98.98725140000001 19.5753844, -98.9865391 19.5732809, -98.9861435 19.569474, -98.9855384 19.5694695, -98.9911621 19.5589483, -98.9921494 19.5579086, -98.9944977 19.5564343, -98.9970276 19.5554659, -99.00202899999999 19.5546803, -99.0047424 19.5547673, -99.007941 19.5556705, -99.01008710000001 19.5565096, -99.0119804 19.5575378, -99.0129232 19.5576192, -99.0133976 19.5578345, -99.01373820000001 19.559276, -99.0136437 19.5633024, -99.0133845 19.5644221, -99.01415350000001 19.5657669, -99.0141047 19.5661613, -99.01985120000001 19.5734493, -99.02039120000001 19.5740702, -99.0206427 19.5741499, -99.02044789999999 19.5742208, -99.02040030000001 19.574449, -99.0212574 19.5757554, -99.02131110000001 19.5762745, -99.01993090000001 19.5778838, -99.0183468 19.5791355, -99.0177649 19.5794145, -99.0170737 19.5791991, -99.0150658 19.5779184, -99.0132589 19.5800795, -99.0119148 19.5813219, -99.0100904 19.5825769, -99.0081467 19.5835087, -99.005937 19.5842518, -99.0036468 19.5847133, -99.00144280000001 19.5847201, -99.0012047 19.5848775, -99.0006185 19.5847717))",POINT (-99.00230619690548 19.57007520063653),19.57008,-99.00231
